Wavelength	Counts
684.5746	264.44396
684.9185	269.12504
685.2623	267.36963
685.6061	277.90205
685.9498	252.74129
686.2935	283.75338
686.6371	297.7966
686.9807	226.41026
687.3243	275.56151
687.6678	241.62374
688.0112	285.50879
688.3546	260.93316
688.6979	278.48718
689.0412	252.15615
689.3845	248.06021
689.7277	241.62374
690.0708	272.63584
690.4139	269.71017
690.757	255.66696
691.1	269.12504
691.443	279.65745
691.7859	246.30481
692.1287	241.62374
692.4716	277.90205
692.8143	267.36963
693.157	259.17776
693.4997	256.83722
693.8423	255.66696
694.1849	262.68856
694.5274	243.96428
694.8699	272.05071
695.2123	310.08441
695.5547	269.71017
695.897	227.58053
696.2393	285.50879
696.5815	265.0291
696.9237	279.07231
697.2658	238.69807
697.6079	265.0291
697.95	280.82771
698.292	280.82771
698.6339	265.61423
698.9758	259.17776
699.3176	253.91155
699.6594	246.88995
700.0012	245.71968
700.3429	265.0291
700.6845	250.40075
701.0261	217.04812
701.3677	263.85883
701.7092	262.10343
702.0506	250.40075
702.392	255.66696
702.7334	273.80611
703.0747	277.90205
703.4159	220.55892
703.7571	269.71017
704.0983	234.017
704.4394	282.58312
704.7805	242.20888
705.1215	262.68856
705.4624	266.19937
705.8034	250.40075
706.1442	254.49669
706.485	236.94267
706.8258	264.44396
707.1665	253.91155
707.5072	255.66696
707.8478	272.63584
708.1884	273.22097
708.5289	236.94267
708.8694	257.42236
709.2098	258.00749
709.5502	245.71968
709.8905	255.66696
710.2308	287.84932
710.571	262.10343
710.9112	280.24258
711.2513	249.23048
711.5914	256.25209
711.9315	264.44396
712.2714	268.5399
712.6114	255.08182
712.9513	263.85883
713.2911	255.66696
713.6309	266.19937
713.9706	267.36963
714.3103	264.44396
714.65	278.48718
714.9896	286.09392
715.3291	246.30481
715.6686	251.57102
716.0081	255.66696
716.3475	255.66696
716.6868	265.61423
717.0261	249.23048
717.3654	215.87785
717.7046	254.49669
718.0437	269.12504
718.3828	257.42236
718.7219	272.63584
719.0609	253.32642
719.3998	229.92106
719.7387	238.11294
720.0776	249.23048
720.4164	267.36963
720.7552	269.71017
721.0939	248.64535
721.4325	267.36963
721.7711	228.16566
722.1097	258.00749
722.4482	239.28321
722.7867	265.0291
723.1251	288.43446
723.4635	259.17776
723.8018	239.28321
724.14	244.54941
724.4783	257.42236
724.8164	270.88044
725.1546	241.62374
725.4926	257.42236
725.8306	258.00749
726.1686	256.83722
726.5065	283.16825
726.8444	252.74129
727.1822	283.16825
727.52	276.14664
727.8577	238.11294
728.1954	259.76289
728.533	265.61423
728.8706	243.37914
729.2081	270.88044
729.5456	263.2737
729.883	260.93316
730.2204	260.34803
730.5578	238.11294
730.895	238.69807
731.2323	272.05071
731.5695	270.88044
731.9066	269.12504
732.2437	238.11294
732.5807	233.43187
732.9177	249.81562
733.2546	245.13455
733.5915	301.3074
733.9283	272.05071
734.2651	265.61423
734.6019	258.59263
734.9386	248.06021
735.2752	232.2616
735.6118	267.36963
735.9483	280.24258
736.2848	263.85883
736.6213	267.36963
736.9576	289.60472
737.294	286.67905
737.6303	293.11553
737.9665	260.34803
738.3027	266.7845
738.6389	279.07231
738.975	259.17776
739.311	250.40075
739.647	270.88044
739.9829	275.56151
740.3188	230.5062
740.6547	283.16825
740.9905	238.69807
741.3262	266.19937
741.6619	265.0291
741.9976	249.81562
742.3332	286.09392
742.6687	270.2953
743.0042	272.63584
743.3397	239.28321
743.6751	272.63584
744.0104	256.25209
744.3457	267.36963
744.681	295.45606
745.0162	246.30481
745.3513	243.96428
745.6864	286.09392
746.0215	275.56151
746.3565	269.71017
746.6914	255.66696
747.0263	269.12504
747.3612	265.0291
747.696	310.08441
748.0307	259.17776
748.3654	270.88044
748.7001	256.83722
749.0347	228.16566
749.3692	269.12504
749.7037	277.90205
750.0382	254.49669
750.3726	263.85883
750.707	229.33593
751.0413	252.74129
751.3755	259.76289
751.7097	287.84932
752.0439	251.57102
752.378	272.63584
752.712	253.32642
753.046	248.06021
753.38	260.34803
753.7139	235.18727
754.0478	249.23048
754.3816	246.88995
754.7153	251.57102
755.049	237.5278
755.3827	248.06021
755.7163	243.96428
756.0498	227.58053
756.3833	288.43446
756.7168	269.12504
757.0502	253.91155
757.3836	246.30481
757.7169	245.13455
758.0501	258.00749
758.3833	273.80611
758.7165	272.63584
759.0496	288.43446
759.3827	234.017
759.7157	281.41285
760.0486	264.44396
760.3815	273.22097
760.7144	263.85883
761.0472	271.46557
761.3799	254.49669
761.7126	275.56151
762.0453	283.75338
762.3779	260.34803
762.7105	258.00749
763.043	270.2953
763.3754	266.7845
763.7078	264.44396
764.0402	290.18986
764.3725	266.7845
764.7047	261.5183
765.037	263.85883
765.3691	287.84932
765.7012	240.45347
766.0333	234.60213
766.3653	276.73178
766.6972	260.93316
767.0291	250.40075
767.361	232.84673
767.6928	258.59263
768.0245	266.7845
768.3562	273.80611
768.6879	241.62374
769.0195	257.42236
769.3511	265.0291
769.6826	283.75338
770.014	269.12504
770.3454	274.39124
770.6768	263.85883
